,id,text_matches
427,5575331,
428,420486,
429,3483488,
430,5054586,fieldwork
431,5484389,
432,5518169,
433,3704834,
434,212707,
435,4422598,
436,3554508,
437,3695326,
438,2579994,
439,2672093,
440,2596472,
441,4536509,
442,5159798,
443,2263071,
444,1456960,
445,5437419,
446,5844073,
447,3295502,
448,6151244,
449,4777375,
450,5927020,
451,5027282,
452,5429801,
453,6211531,
454,5346964,
455,3313270,
456,6001065,
457,4811592,
458,4912120,
459,4305208,
460,6258138,
461,4722627,
462,5967499,
463,3132807,
464,4604611,
465,3745852,
466,4585975,
467,4596517,
468,3809442,
469,3530552,
470,5105758,
471,5118400,
472,3976345,
473,3861243,
474,6298199,
475,4770679,
476,3630180,
477,3428824,
478,3835821,
479,6359284,
480,5709834,
481,6211155,
482,5200485,
483,4686027,
484,5584907,
485,4322411,
486,4986385,
487,5660010,
488,6025179,
489,3766142,
490,3779164,
491,2077926,
492,6217522,
493,4855151,
494,3594898,
495,4853857,
496,5589562,
497,5962761,
498,3312294,
499,4672559,
500,4619207,
501,1805775,
502,4736976,
503,3982345,
504,4552813,
505,5725733,study site
506,6326595,
507,6086777,
508,2110245,
509,4182232,
510,3989767,field work
511,6256458,
512,4118178,
513,6056637,
514,3615799,
515,5391822,
516,4280222,
517,4602831,
518,5025847,
519,2141043,
520,4848765,
521,4397516,
522,5636071,
523,5253650,
524,6271004,
525,5785543,
526,4970415,
527,2890330,
528,4068187,
529,3845860,
530,4797737,
531,3906131,
532,6151789,
533,4712487,
534,5382275,
535,4239926,
536,3193767,
537,2971084,
538,5230776,
539,5888409,
540,3631163,
541,3775157,
542,6222405,
543,4683369,
544,6146195,
545,2798046,
546,3426256,
547,5195421,
548,5141240,
549,2835764,
550,4785967,
551,3348038,study site
552,5399466,
553,5407813,
554,5876281,
555,5340391,
556,4673298,
557,4662277,
558,1139346,
559,3072522,
560,2479625,
561,3098779,
562,3529243,
563,5315182,
564,4709817,
565,4812797,
566,5444659,
567,5164469,
568,5808209,
569,3622036,
570,2768669,
571,5245867,
572,4670873,
573,3123239,
574,4998769,
575,5276036,
576,4831838,
577,4652212,
578,5219387,
579,5669848,
580,5348124,
581,2945081,
582,5980191,
583,4138484,
584,3606152,
585,3212515,
586,6369491,
587,6357377,
588,3961834,
589,4230377,fieldwork
590,4327452,
591,5775786,
592,1963316,
593,4327601,
594,3083404,study site
595,3093360,
596,5680450,
597,4058851,
598,3441411,
599,4072573,
600,5579608,
601,3863831,
602,5148778,
603,6114833,fieldwork
604,2500136,
605,3879477,
606,6114051,
607,4767077,
608,6376525,
609,3692734,
610,5066940,
611,4079230,
612,2678867,
613,5335140,
614,3270726,
615,5280672,
616,5550864,
617,4026148,
618,6388091,
619,2364232,
620,4504672,
621,6093864,
622,5059772,
623,6079935,
624,4371666,
625,3122064,
626,2667135,
627,5891519,
628,3094346,
629,6151197,
630,5212220,
631,5265183,
632,4385246,
633,5499356,
634,3265724,
635,5130171,
636,5204761,
637,5676053,
638,5537597,
639,3849934,
640,4375300,
641,5328566,
642,5742750,
643,1770939,
644,4942904,
645,4487382,
646,4705709,
647,5463534,
648,6352952,
649,5670962,
650,5701215,
651,3313134,
652,6044478,
653,4252333,
654,3393177,
655,4203141,
656,3417549,
657,5275690,
658,5921217,
659,4213412,
660,3539448,
661,6357750,
662,6412603,
663,6261069,
664,4894602,
665,5842631,
666,3000500,
667,5989507,
668,6031741,
669,3502761,
670,4235002,
671,5326030,
672,5024521,
673,4534499,
674,3330200,
675,6260775,
676,6363743,
677,5289312,
678,6262591,
679,4852521,
680,5371361,
681,4240064,
682,3083554,
683,3866613,
684,5838862,
685,5311340,
686,4469408,
687,5126609,
688,4619961,
689,6197463,
690,3531041,
691,4695842,
692,5226746,
693,5058716,
694,6254284,
695,3892708,
696,3511176,
697,4040629,
698,6102392,
699,4767429,
700,3292078,
701,4688361,
702,2063100,
703,1963453,
704,4974228,
705,4093336,
706,5152897,
707,4881048,
708,5371620,
709,4311471,
710,4353063,
711,4512142,study site
712,5589357,
713,2988744,
714,4538826,
715,6421713,
716,4994873,
717,4201924,
718,2649070,
719,5034645,
720,5843017,
721,5328108,
722,4608727,
723,3625958,
724,4307241,
725,6077512,fieldwork
726,3933174,
727,2685240,
728,3533744,
729,5910317,
730,6045609,
731,3091300,
732,5433068,
733,5208562,
734,1232860,
735,3475668,field study
736,5899857,
737,5841979,
738,4469281,
739,4877095,
740,5674031,
741,2490756,
742,5672749,
743,3232348,
744,5738816,
745,2654658,
746,4591321,
747,2988685,
748,4577540,
749,5392035,
750,6120825,
751,2968870,
752,6377397,
753,3749444,
754,5081715,
755,5434405,
756,6103115,
757,5457820,
758,6302557,
759,3687509,
760,4850391,
761,5225862,
762,2071427,
763,4167943,
764,5205756,
765,4153439,
766,4767631,
767,3701550,
768,3877904,
769,5769004,
770,3042102,
771,3488758,
772,5042534,field work
773,3811980,
774,6082791,
775,3717840,
776,5411071,
777,5440561,
778,6138892,
779,4015411,study site
780,3923657,
781,3551737,
782,3012822,
783,6394329,
784,161788,
785,6373971,
786,4055282,
787,4891707,
788,3236539,
789,2795345,
790,3827417,
791,6299042,
792,5013599,
793,4847415,
794,1592249,
795,4255658,
796,5869310,
797,3219075,
798,4714694,
799,4075515,
800,5834413,
801,6115896,
802,5825900,
803,5297016,
804,5178080,
805,6201569,
806,2231386,
807,3439885,
808,4352135,
809,5311708,
810,4564730,
811,5338889,
812,4914308,
813,3744013,
814,2961216,
815,3610679,
816,3782646,
817,3399316,
818,2661531,
819,4498862,
820,3699984,
821,3735574,
822,5194032,
823,3471986,
824,6297228,
825,6004003,
826,4055878,
827,6384801,
828,3016396,
829,4019294,
830,5891919,
831,5827639,
832,1831472,
833,5079337,
834,5791397,
835,4633609,
836,1975672,
837,5816626,
838,4827782,
839,4947782,
840,2148138,
841,5153375,
842,5180050,
843,2184797,
844,6181640,
845,2193197,
846,3745994,
847,3998851,
848,5945524,
849,5306088,
850,4143858,study site
851,5324209,
852,5620589,field study
853,1968166,
854,3886066,
855,3054573,
856,2949753,
857,6111559,
858,3122070,
859,5497181,
860,5279142,
861,5754626,
862,4174827,
863,5657786,
864,5323645,
865,5482023,
866,5112679,
867,5151061,
868,6313068,
869,5185969,
870,6315599,
871,5247446,
872,5332878,
873,5829043,
874,2225017,
875,3045979,
876,5923613,
877,5306865,
878,2114685,
879,1198262,
880,4170701,
881,2246561,
882,5081694,
883,5775506,
884,3591152,
885,6145699,
886,4414773,
887,5294663,
888,3947816,
889,3890545,
890,5577021,
891,4088591,
892,5504602,
893,5917579,
894,5676614,
895,2008508,
896,5199680,
897,5178584,
898,6036665,
899,5985325,
900,3731283,
901,5035408,
902,2893049,
903,4326471,
904,2112480,
905,3917407,
906,3043454,
907,5204515,
908,4079946,
909,6021345,
910,4348134,
911,6137443,
912,4932545,
913,6125266,
914,3181680,
915,6254437,
916,3905525,
917,6405567,
918,3305713,
919,4153968,
920,2707543,
921,3960885,
922,6295075,
923,6232874,
924,3200649,
925,5548682,
926,3361814,
927,5733960,
928,5114656,
929,5069308,
930,5566811,
931,5903971,
932,4770382,
933,5991450,
934,4143263,
935,5691177,
936,4457901,
937,4576750,
938,6142690,
939,4790846,study site
940,5935104,
941,3111359,
942,4009425,
943,4149001,
944,3666914,
945,2480513,
946,5358841,
947,3930831,
948,2192968,
949,3417980,
950,5639142,
951,6404863,
952,5706373,
953,5569982,
954,6093915,
955,5583585,
956,5612182,
957,5258628,
958,4663000,
959,4392523,
960,3821092,
961,5020484,
962,5046522,
963,5069840,
964,3988634,
965,3543709,
966,4327713,
967,5843925,
968,6331925,
969,6225892,
970,5859223,
971,5399141,
972,6198078,
973,6115575,
974,1074347,
975,6109583,
976,3691846,
977,2994776,
978,4747379,
979,1802612,
980,2850252,
981,4400567,
982,149454,
983,5282750,
984,6048472,
985,356929,
986,5055514,
987,5285970,
988,5176218,
989,4163664,
990,3975577,
991,1779582,
992,3095905,
993,5450554,
994,4576214,
995,5998505,
996,2961528,
997,3909652,
998,4895291,
999,5677751,
1000,2704942,
1001,6066686,
1002,3948720,
1003,4327536,
1004,3409149,
1005,2362565,
1006,5284873,
1007,3046477,
1008,3159362,
1009,5263767,
1010,4923820,
1011,3629290,
1012,3751202,
1013,6264741,
1014,3191811,
1015,5326329,
1016,3198935,
1017,5986649,
1018,3213093,
1019,5269987,
1020,3410233,
1021,2690990,
1022,6379841,
1023,3831623,
1024,5228949,
1025,2984036,
1026,5561408,
1027,3691322,
1028,6420324,
1029,3387339,
1030,5908279,
1031,4823040,
1032,4040874,
1033,4733031,
1034,6337086,
1035,3853703,
1036,3222010,
1037,3170595,study site
1038,6047444,
1039,4108700,
1040,5518652,
1041,3148468,
1042,4916995,
1043,4303988,
1044,3592687,
1045,3746299,
1046,2880975,
1047,4684295,
1048,6262340,
1049,5978206,
1050,4766198,
1051,1044141,
1052,5974180,
1053,2275621,
1054,2149874,
1055,5869637,
1056,4277452,
1057,6217754,
1058,4135103,
1059,5049023,
1060,4225228,
1061,4729730,
1062,2987752,
1063,3559531,
1064,5029969,
1065,5685317,
1066,4774836,
1067,5901160,study site
1068,5901160,field study
1069,5901160,fieldwork
1070,6068865,
1071,3834041,
1072,3581261,
1073,4630768,
1074,3592753,
1075,4995510,study site
1076,3985798,
1077,4623364,
1078,4646959,
1079,5469747,
1080,5358871,
1081,4037834,
1082,5767260,
1083,5035086,
1084,3208436,
1085,5542215,
1086,5030548,
1087,5333353,
1088,5872398,
1089,5439410,
1090,5541447,
1091,4821494,
1092,5188746,
1093,4100254,
1094,4869363,
1095,3970336,
1096,4021618,
1097,3358668,
1098,4056429,
1099,2156172,
1100,2215795,
1101,4924285,
1102,5930439,
1103,3415246,
1104,5401385,
1105,3978949,
1106,5536753,
1107,3579678,
1108,3080861,
1109,2107967,
1110,6164583,
1111,3184310,
1112,5492717,
1113,5145849,
1114,3768880,
1115,5409250,
1116,4276820,
1117,6001845,
1118,6048362,
1119,5331640,
1120,3442446,
1121,5670917,
1122,2447896,
1123,6175279,
1124,4171370,
1125,5809045,
1126,5466777,
1127,6239061,
1128,3583397,
1129,3584925,
1130,5971910,
1131,1173105,
1132,5206408,
1133,138970,
1134,3331489,
1135,5697884,
1136,3378462,
1137,2112113,
1138,4567346,
1139,6418016,
1140,6146428,
1141,5340033,
1142,4895077,
1143,4045185,
1144,5300569,
1145,5601476,
1146,5498615,
1147,3528781,
1148,3856498,
1149,3731955,
1150,4999947,
1151,4053265,
1152,5565494,
1153,4884810,
1154,6165395,
1155,5872081,
1156,6249811,
1157,5024501,
1158,3786952,
1159,6334725,
1160,3936950,
1161,5023134,
1162,3950431,
1163,2668964,
1164,4065557,
1165,2740346,
1166,5790670,
1167,5759362,
1168,5884212,
1169,4412998,
1170,6223224,
1171,5571515,
1172,3879310,
1173,5793027,
1174,5414277,
1175,5609920,
1176,3547393,
1177,2180195,
1178,4395952,
1179,3222024,
1180,6233591,
1181,5828044,
1182,5125100,
1183,4046141,
1184,3905493,
1185,5776895,
1186,3218724,
1187,3295461,
1188,2570449,
1189,5064597,
1190,3313936,
1191,3335582,
1192,5035143,
1193,3465483,
1194,4826437,
1195,3372491,
1196,4600331,
1197,5449081,
1198,4130426,
1199,4803485,
1200,5919074,
1201,4195648,
1202,3425514,
1203,5286926,
1204,6020774,
1205,2124714,
1206,3461364,
1207,5262024,
1208,6248833,
1209,3905540,
1210,3859328,
1211,5284773,
1212,6214102,
1213,4682183,
1214,4972639,
1215,3065137,
1216,3511196,
1217,2737011,
1218,3095538,field work
1219,6042733,
1220,5059942,
1221,4979156,
1222,5720787,
1223,6402402,
1224,3647400,
1225,4301875,
1226,5692019,
1227,4602468,
1228,5944909,
1229,3928644,
1230,2483483,
1231,4621396,
1232,4240703,
1233,5810303,
1234,4759976,
1235,4769096,
1236,4124235,
1237,6238539,
1238,5113168,
1239,6226039,
1240,3398875,
1241,6015106,
1242,5700376,
1243,4163407,
1244,5614959,
1245,3231625,
1246,3884292,
1247,4413381,
1248,6085710,
1249,4757791,
1250,4894076,
1251,3731285,
1252,6358616,
1253,2660430,
1254,2135888,
1255,5928955,
1256,1298918,
1257,4630044,
1258,2213148,
1259,3329899,
1260,6158208,
1261,5383021,
1262,6208267,
1263,5146376,
1264,3119378,
1265,2225464,
1266,3904934,
1267,4482250,
1268,5657838,
1269,3872659,
1270,3176231,
1271,548675,
1272,5259482,
1273,5988850,
1274,6341586,
1275,4205757,
1276,3321968,
1277,2212988,
1278,5596539,
1279,4053981,
1280,5436999,
1281,5480306,
1282,4806872,
1283,1964772,
1284,3747413,
1285,2107143,
1286,30714,
1287,4164293,
1288,4272765,
1289,2483419,
1290,2954308,fieldwork
1291,6192911,
1292,3507209,
1293,6196645,
1294,5857288,
1295,3793201,
1296,4158648,
1297,4507047,
1298,4252939,
1299,3073208,
1300,5675996,
1301,6196490,
1302,3468748,study site
1303,5340816,
1304,6069926,
1305,3914517,
1306,6137945,
1307,4488461,
1308,3238181,
1309,6264289,
1310,4328966,
1311,3243635,
1312,2564937,
1313,5901422,
1314,2800841,
1315,4771405,
1316,2598995,
1317,5974846,
1318,6291954,
1319,3809300,
1320,6276306,
1321,3998353,
1322,5549749,
1323,2192569,
1324,5005548,
1325,3856387,
1326,6398757,study site
1327,3446472,
1328,5524919,
1329,5707277,
1330,1635063,
1331,4796383,
1332,4058191,
1333,4123781,
1334,4241467,
1335,3610206,
1336,4751973,
1337,4431864,
1338,4082644,
1339,5585265,
1340,6095024,
1341,3257505,
1342,5935391,
1343,2645399,
1344,5790331,
1345,3279511,
1346,2938055,
1347,5585447,
1348,6010132,
1349,4910131,
1350,4012168,
1351,3714543,
1352,5811011,
1353,4944491,
1354,3136129,
1355,6027168,
1356,5983542,
1357,5291837,
1358,5073821,
1359,5911309,
1360,5949636,
1361,5014453,
1362,4085173,
1363,6203046,
1364,5829903,
1365,5717703,
1366,2254395,
1367,6106525,
1368,6253522,
1369,2827797,fieldwork
1370,1794459,
1371,6117360,
1372,2856541,
1373,5395183,
1374,2738363,
1375,4641233,
1376,4148136,
1377,5182951,
1378,4634375,
1379,5586620,
1380,5778196,
1381,3524494,
1382,4145237,
1383,6230292,
1384,4031206,
1385,6061905,
1386,4783985,
1387,3079188,
1388,4321633,
1389,6348505,
1390,5947631,
1391,5707861,
1392,5625779,
1393,5402552,
1394,5419508,
1395,4514844,
1396,4292436,
1397,6288806,
1398,3247198,
1399,4256387,
1400,3825526,
1401,4365964,
1402,5898537,
1403,3180754,
1404,6375626,
1405,4162378,
1406,2196250,
1407,4152756,
1408,4926661,
1409,5053987,
1410,4596325,
1411,3562290,
1412,4981603,
1413,3074134,
1414,3763258,
1415,6221017,
1416,4763538,
1417,4590764,
1418,4584714,
1419,3954259,
1420,5237880,
1421,4376932,
1422,5968078,
1423,4936701,
1424,3267155,
1425,4687058,
1426,4684225,
1427,4240723,
1428,3637600,
1429,6161538,
1430,4149322,
1431,5926290,
1432,6154083,
1433,5361983,
1434,3464280,
1435,4386778,
1436,4357004,
1437,3592517,
1438,4321130,
1439,5123352,
1440,2744769,study site
1441,3497006,
1442,3049555,
1443,4930797,
1444,4082532,
1445,5746363,
1446,3433145,
1447,6164044,
1448,4464530,
1449,3302824,
1450,6078160,
1451,6073959,
1452,4148483,
1453,4921117,
1454,5240325,study site
1455,5240325,fieldwork
1456,6040116,
1457,4215014,
1458,4837577,
1459,4990121,
1460,4996537,
1461,2791210,
1462,2761286,
1463,3171348,
1464,3621999,
1465,5376081,
1466,6120819,
1467,4618962,
1468,6326568,
1469,6212824,
1470,2254781,
1471,2774161,
1472,1969417,
1473,5261960,
1474,3172421,
1475,3324461,
1476,5834508,
1477,5277407,
1478,5388124,
1479,5556448,
1480,4387927,
1481,6147735,
1482,3128412,study site
1483,5872175,
1484,5537411,
1485,3634300,
1486,3086080,
1487,4640996,
1488,5158069,
1489,4157278,
1490,6060063,
1491,4194839,
1492,3255462,
1493,5646078,
1494,2866483,
1495,4109987,
1496,4497575,
1497,4219479,
1498,6166468,
1499,4427005,
1500,4526713,
1501,5947889,
1502,3480922,
1503,4532971,
1504,5196449,
1505,6297182,
1506,3337799,
1507,6176304,
1508,5047049,
1509,4257423,
1510,5671481,
1511,5928380,
1512,5498999,
1513,5301087,
1514,6262000,
1515,6017772,
1516,3876503,
1517,5331070,
1518,6383761,
1519,6421708,
1520,5477417,
1521,6008533,
1522,6046283,
1523,5409624,
1524,5082688,
1525,3695760,
1526,3716525,
1527,5591215,
1528,4621340,
1529,5470088,
1530,2200150,
1531,4639769,
1532,4750505,
1533,5035013,
1534,3699596,
1535,4788832,
1536,3768625,field work
1537,2913514,
1538,6210753,
1539,5211449,
1540,3068179,
1541,4745171,
1542,3394780,
1543,3786848,
1544,3545430,
1545,3709280,
1546,5172348,
1547,4495405,
1548,5275595,
1549,3447871,
1550,5792257,
1551,4775008,
1552,4878369,
1553,6093908,
1554,5252453,
1555,5148567,
1556,3969321,
1557,5290928,
1558,4638280,
1559,4861812,
1560,3766998,
1561,2841108,
1562,4994636,
1563,3844331,
1564,5986630,
1565,6006500,
1566,2936428,
1567,5966336,
1568,5281334,
1569,3945553,
1570,3396229,
1571,2907706,
1572,2656298,
1573,5530006,
1574,6222702,
1575,2186110,
1576,3106948,
1577,6273307,
1578,5835349,
1579,5168260,
1580,3812097,
1581,4299175,
1582,5889377,
1583,3945645,
1584,3386920,
1585,4903018,
1586,6086894,
1587,5350540,
1588,2599622,
1589,6393335,
1590,5166422,
1591,4292564,
1592,4456780,
1593,5340812,
1594,3978442,
1595,4963949,study site
1596,6025330,
1597,4924489,
1598,3138108,
1599,3162798,
1600,3633485,
1601,3678182,
1602,5274938,
1603,4791841,
1604,6230952,
1605,2137438,
1606,4008523,
1607,3409946,
1608,3635691,
1609,4915904,
1610,5100930,
1611,3294206,
1612,4743213,
1613,2669219,
1614,3860161,
1615,5906590,
1616,5110114,
1617,5158456,
1618,2979349,
1619,4655779,
1620,3358155,
1621,6350319,
1622,4402119,
1623,4805236,
1624,6176313,
1625,5186851,
1626,5120827,study site
1627,1569126,
1628,5964314,
1629,5892474,
1630,3558694,
1631,5308646,
1632,4549342,
1633,3796468,
1634,5486257,
1635,4289245,
1636,5297737,
1637,3791288,
1638,4943392,
1639,2822863,
1640,3950810,
1641,5642875,
1642,4221124,
1643,3815245,
1644,4639355,
1645,4847001,
1646,4775485,
1647,2835936,
1648,6058415,
1649,5078810,
1650,2860981,study site
1651,5032681,
1652,137228,
1653,4462031,
1654,5216916,
1655,4730673,
1656,5794890,
1657,3778715,
1658,4885544,
1659,4329199,
1660,4574148,
1661,3950817,study site
1662,3950817,field work
1663,2735960,
1664,3232224,
1665,4828666,
1666,4752712,
1667,1175820,
1668,4746457,
1669,5434589,
1670,3099612,
1671,6198254,
1672,5718798,
1673,5397167,
1674,6296590,
1675,3360051,
1676,4969274,
1677,4794580,
1678,5787675,
1679,5469135,
1680,5812317,
1681,6086520,
1682,4417704,
1683,2799970,
1684,4973085,
1685,6114863,
1686,3689035,
1687,4077574,
1688,3938067,
1689,5376432,
1690,3583455,
1691,5127654,study site
1692,2726130,
1693,3751839,
1694,4016690,
1695,3765735,
1696,5091543,
1697,2847197,
1698,6190478,
1699,5251540,
1700,3652831,study site
1701,5279967,
1702,4590963,
1703,5488607,
1704,4647401,
1705,5187514,
1706,5408781,
1707,4829012,
1708,2634622,
1709,5184239,
1710,5162444,
1711,4328869,
1712,6097071,
1713,6295101,
1714,3412852,
1715,3464145,field work
1716,2448587,
1717,6014706,
1718,3395640,
1719,4471787,
1720,4689989,
1721,4850515,
1722,4616426,
1723,6301377,
1724,5447671,
1725,5190776,
1726,5979566,
1727,5458348,
1728,3769378,
1729,4678607,study site
1730,3680244,
1731,4220167,
1732,6271183,
1733,5726056,
1734,4095932,
1735,3968027,
1736,5969102,
1737,2375354,
1738,3621794,
1739,4747373,
1740,4109583,
1741,3338919,
1742,3302845,
1743,3702512,
1744,4977464,
1745,1134660,
1746,5404514,
1747,5978388,
1748,5590794,
1749,5023742,
1750,4415535,
1751,4480752,
1752,6146175,
1753,5574736,
1754,5236975,
1755,4451336,
1756,4807952,
1757,3605488,
1758,4084820,
1759,5877902,
1760,3665532,
1761,1236958,
1762,4531301,
1763,2375101,
1764,5006050,
1765,1804207,
1766,3197140,
1767,4119733,
1768,5575054,
1769,2726229,
1770,3213621,
1771,449784,
1772,2972480,
1773,2829079,
1774,2984616,
1775,4131593,
1776,3852778,
1777,6356298,
1778,4550494,
1779,5356341,study site
1780,3121631,
1781,3898964,
1782,6164832,
1783,3393148,
1784,3315970,
1785,5220687,
1786,4323374,
1787,4751918,
1788,6251245,
1789,6274496,
1790,5197863,
1791,5762280,
1792,2113587,
1793,6127545,
1794,4145893,
1795,6408760,
1796,4519999,
1797,4620365,
1798,6007212,
1799,5043289,
1800,4097511,
1801,5175356,
1802,3396360,
1803,5702666,
1804,3445255,
1805,5897459,
1806,3359165,
1807,5088995,
1808,6134497,
1809,2367658,
1810,3431844,
1811,4171933,
1812,4575545,
1813,2811401,
1814,5754305,
1815,2764620,
1816,2649904,
1817,2193520,
1818,3297221,
1819,5616814,
1820,3013557,
1821,3154583,
1822,4542402,
1823,5889513,
1824,6333050,
1825,3356194,
1826,2193321,
1827,4542190,
1828,2897042,
1829,2857838,
1830,5469525,
1831,6102980,
1832,5888909,
1833,5425183,fieldwork
1834,3976354,
1835,3481954,
1836,5292194,
1837,3440324,
1838,6189473,
1839,6202779,
1840,4506049,
1841,3547246,
1842,6231821,
1843,4708850,
1844,3892491,
1845,6107169,
1846,2606649,study site
1847,3466641,
1848,5608283,
1849,5486519,
1850,6304016,
1851,2701966,
1852,1480495,
1853,2793459,
1854,3826220,
1855,4355988,
1856,5342512,
