,id,any_matches,id_types
441,5401470,False,pmc
442,5401470,False,publisher-id
443,5401470,False,doi
444,4854342,False,pmid
445,4854342,False,pmc
446,4854342,False,publisher-id
447,4854342,False,doi
448,4853066,False,pmid
449,4853066,False,pmc
450,4853066,False,doi
451,2141198,False,pmid
452,2141198,False,pmc
453,4926804,False,pmid
454,4926804,False,pmc
455,4926804,False,publisher-id
456,4926804,False,doi
457,5003145,False,pmid
458,5003145,False,pmc
459,5003145,False,publisher-id
460,5003145,False,doi
461,5003145,False,other
462,6195009,False,pmid
463,6195009,False,pmc
464,6195009,False,doi
465,6195009,False,publisher-id
466,3216380,False,pmid
467,3216380,False,pmc
468,3216380,False,doi
469,4165375,False,pmid
470,4165375,False,pmc
471,4165375,False,publisher-id
472,4165375,False,doi
473,6358801,False,pmid
474,6358801,False,pmc
475,6358801,False,doi
476,6358801,False,publisher-id
477,5250116,False,pmid
478,5250116,False,pmc
479,5250116,False,pmc-scan
480,4537035,True,pmid
481,4537035,True,pmc
482,5459583,False,pmid
483,5459583,False,pmc
484,5459583,False,publisher-id
485,5459583,False,doi
486,5459583,False,art-access-id
487,6324495,False,pmid
488,6324495,False,pmc
489,6324495,False,doi
490,6324495,False,publisher-id
491,5108471,False,pmid
492,5108471,False,pmc
493,5108471,False,doi
494,5108471,False,publisher-id
495,5918261,False,pmid
496,5918261,False,pmc
497,5918261,False,doi
498,5918261,False,publisher-id
499,5748849,False,pmid
500,5748849,False,pmc
501,5748849,False,publisher-id
502,5748849,False,doi
503,2964952,False,pmid
504,2964952,False,pmc
505,2964952,False,doi
506,2964952,False,publisher-id
507,5796065,False,pmid
508,5796065,False,pmc
509,5796065,False,doi
510,5796065,False,publisher-id
511,5721914,False,pmid
512,5721914,False,pmc
513,5721914,False,publisher-id
514,5721914,False,doi
515,5950532,False,pmid
516,5950532,False,pmc
517,5950532,False,doi
518,5950532,False,publisher-id
519,3323374,False,pmid
520,3323374,False,pmc
521,3323374,False,publisher-id
522,3323374,False,doi
523,5924382,False,pmid
524,5924382,False,pmc
525,5924382,False,publisher-id
526,5924382,False,doi
527,3379366,False,pmid
528,3379366,False,pmc
529,3379366,False,publisher-id
530,3379366,False,doi
531,3379366,False,coden
532,3379366,False,pii
533,3547065,False,pmid
534,3547065,False,pmc
535,3547065,False,publisher-id
536,3547065,False,doi
537,3327005,False,pmid
538,3327005,False,pmc
539,3327005,False,publisher-id
540,3327005,False,doi
541,4872408,False,pmid
542,4872408,False,pmc
543,4872408,False,pii
544,4872408,False,doi
545,5312273,False,pmid
546,5312273,False,pmc
547,5312273,False,publisher-id
548,5312273,False,doi
549,6138923,False,pmid
550,6138923,False,pmc
551,6138923,False,publisher-id
552,6138923,False,doi
553,5477934,False,pmid
554,5477934,False,pmc
555,5477934,False,publisher-id
556,5477934,False,doi
557,6029274,False,pmid
558,6029274,False,pmc
559,6029274,False,publisher-id
560,6029274,False,doi
561,4289295,False,pmid
562,4289295,False,pmc
563,4289295,False,publisher-id
564,4289295,False,doi
565,3260172,False,pmid
566,3260172,False,pmc
567,3260172,False,publisher-id
568,3260172,False,doi
569,6034433,False,pmid
570,6034433,False,pmc
571,6034433,False,publisher-id
572,6034433,False,doi
573,5954649,False,pmid
574,5954649,False,pmc
575,5954649,False,publisher-id
576,5954649,False,doi
577,4519814,False,pmid
578,4519814,False,pmc
579,4519814,False,publisher-id
580,4519814,False,doi
581,5897648,False,pmid
582,5897648,False,pmc
583,5897648,False,doi
584,5897648,False,publisher-id
585,6195012,False,pmid
586,6195012,False,pmc
587,6195012,False,doi
588,6195012,False,publisher-id
589,2873737,False,pmid
590,2873737,False,pmc
591,2873737,False,publisher-id
592,2873737,False,doi
593,3859767,True,pmid
594,3859767,True,pmc
595,3859767,True,publisher-id
596,3859767,True,pii
597,3859767,True,doi
598,3665817,False,pmid
599,3665817,False,pmc
600,3665817,False,publisher-id
601,3665817,False,doi
602,5232824,False,pmid
603,5232824,False,pmc
604,5232824,False,pmc-scan
605,4756628,False,pmid
606,4756628,False,pmc
607,4756628,False,publisher-id
608,4756628,False,doi
609,6365980,False,pmid
610,6365980,False,pmc
611,6365980,False,doi
612,3414485,False,pmid
613,3414485,False,pmc
614,3414485,False,publisher-id
615,3414485,False,doi
616,2983035,False,pmid
617,2983035,False,pmc
618,2983035,False,doi
619,6158753,False,pmid
620,6158753,False,pmc
621,6158753,False,doi
622,6158753,False,publisher-id
623,5109891,False,pmid
624,5109891,False,pmc
625,5109891,False,publisher-id
626,5109891,False,doi
627,3232201,False,pmid
628,3232201,False,pmc
629,3232201,False,publisher-id
630,3232201,False,doi
631,5212432,False,pmid
632,5212432,False,pmc
633,5212432,False,pmc-scan
634,6406377,False,pmid
635,6406377,False,pmc
636,6406377,False,doi
637,6406377,False,publisher-id
638,6404936,False,pmid
639,6404936,False,pmc
640,6404936,False,doi
641,6404936,False,publisher-id
642,6404936,False,publisher-manuscript
643,3196643,False,pmid
644,3196643,False,pmc
645,3196643,False,publisher-id
646,3196643,False,doi
647,5772560,False,pmid
648,5772560,False,pmc
649,5772560,False,publisher-id
650,5772560,False,doi
651,6220552,False,pmid
652,6220552,False,pmc
653,6220552,False,doi
654,6220552,False,publisher-id
655,5782235,False,pmc
656,5782235,False,doi
657,5782235,False,publisher-id
658,5587323,False,pmid
659,5587323,False,pmc
660,5587323,False,doi
661,5587323,False,publisher-id
662,5857133,False,pmid
663,5857133,False,pmc
664,5857133,False,publisher-id
665,5857133,False,doi
666,3342446,False,pmid
667,3342446,False,pmc
668,3342446,False,doi
669,3342446,False,manuscript
670,5870987,False,pmid
671,5870987,False,pmc
672,5870987,False,doi
673,5870987,False,publisher-id
674,5019621,False,pmid
675,5019621,False,pmc
676,5019621,False,publisher-id
677,4648203,False,pmid
678,4648203,False,pmc
679,4648203,False,doi
680,2596469,False,pmid
681,2596469,False,pmc
682,2213623,False,pmid
683,2213623,False,pmc
684,2213623,False,publisher-id
685,2213623,False,doi
686,5605978,False,pmid
687,5605978,False,pmc
688,5605978,False,publisher-id
689,5605978,False,doi
690,6100353,False,pmid
691,6100353,False,pmc
692,6100353,False,doi
693,6100353,False,publisher-id
694,6428750,False,pmid
695,6428750,False,pmc
696,6428750,False,publisher-id
697,6428750,False,doi
698,314459,False,pmid
699,314459,False,pmc
700,314459,False,publisher-id
701,314459,False,doi
702,5240160,False,pmid
703,5240160,False,pmc
704,5240160,False,doi
705,5054634,False,pmid
706,5054634,False,pmc
707,5054634,False,publisher-id
708,5054634,False,doi
709,5469231,False,pmid
710,5469231,False,pmc
711,5469231,False,publisher-id
712,5469231,False,doi
713,5908116,False,pmid
714,5908116,False,pmc
715,5908116,False,doi
716,5908116,False,publisher-id
717,3951501,False,pmid
718,3951501,False,pmc
719,3951501,False,publisher-id
720,3951501,False,doi
721,3422236,False,pmid
722,3422236,False,pmc
723,3422236,False,publisher-id
724,3422236,False,doi
725,4893604,False,pmid
726,4893604,False,pmc
727,4893604,False,pii
728,4893604,False,doi
729,2137534,False,pmid
730,2137534,False,pmc
731,5852610,False,pmid
732,5852610,False,pmc
733,5852610,False,doi
734,5852610,False,publisher-id
735,5232195,False,pmid
736,5232195,False,pmc
737,5232195,False,pmc-scan
738,2775149,False,pmid
739,2775149,False,pmc
740,2775149,False,publisher-id
741,2775149,False,doi
742,5299649,False,pmid
743,5299649,False,pmc
744,5299649,False,publisher-id
745,5299649,False,doi
746,6037196,False,pmid
747,6037196,False,pmc
748,6037196,False,doi
749,3606112,False,pmid
750,3606112,False,pmc
751,3606112,False,publisher-id
752,3606112,False,doi
753,4528317,False,pmid
754,4528317,False,pmc
755,4528317,False,publisher-id
756,4528317,False,doi
757,5983287,False,pmid
758,5983287,False,pmc
759,5983287,False,doi
760,5983287,False,publisher-id
761,4845258,False,pmid
762,4845258,False,pmc
763,4845258,False,doi
764,4845258,False,publisher-id
765,3007410,False,pmid
766,3007410,False,pmc
767,3007410,False,publisher-id
768,3007410,False,doi
769,3007410,False,coden
770,3007410,False,pii
771,4020686,False,pmid
772,4020686,False,pmc
773,4020686,False,doi
774,4042265,False,pmid
775,4042265,False,pmc
776,4042265,False,publisher-id
777,4042265,False,doi
778,4304018,False,pmid
779,4304018,False,pmc
780,4304018,False,publisher-id
781,4304018,False,doi
782,5815708,False,pmid
783,5815708,False,pmc
784,5815708,False,publisher-id
785,5815708,False,doi
786,5815708,False,art-access-id
787,3561645,False,pmid
788,3561645,False,pmc
789,3561645,False,publisher-id
790,3561645,False,doi
791,5857580,False,pmid
792,5857580,False,pmc
793,5857580,False,doi
794,5201567,False,pmid
795,5201567,False,pmc
796,5201567,False,pmc-scan
797,5280372,False,pmc
798,5280372,False,pmc-scan
799,4078480,False,pmid
800,4078480,False,pmc
801,4078480,False,publisher-id
802,4078480,False,doi
803,6367413,False,pmid
804,6367413,False,pmc
805,6367413,False,publisher-id
806,6367413,False,doi
807,3376885,False,pmid
808,3376885,False,pmc
809,3376885,False,doi
810,4755244,False,pmid
811,4755244,False,pmc
812,4755244,False,publisher-id
813,4755244,False,doi
814,2836999,False,pmid
815,2836999,False,pmc
816,2836999,False,publisher-id
817,2836999,False,doi
818,5223609,False,pmid
819,5223609,False,pmc
820,5223609,False,publisher-id
821,5223609,False,doi
822,5423582,False,pmid
823,5423582,False,pmc
824,5423582,False,doi
825,5423582,False,publisher-id
826,6089474,False,pmid
827,6089474,False,pmc
828,6089474,False,doi
829,4773223,False,pmid
830,4773223,False,pmc
831,4773223,False,doi
832,4773223,False,publisher-id
833,5017189,False,pmid
834,5017189,False,pmc
835,5017189,False,pii
836,5017189,False,doi
837,5594453,False,pmid
838,5594453,False,pmc
839,5594453,False,publisher-id
840,5594453,False,doi
841,4309172,False,pmid
842,4309172,False,pmc
843,4309172,False,doi
844,3542373,False,pmid
845,3542373,False,pmc
846,3542373,False,publisher-id
847,3542373,False,doi
848,5974274,False,pmid
849,5974274,False,pmc
850,5974274,False,publisher-id
851,5974274,False,doi
852,6246853,False,pmid
853,6246853,False,pmc
854,6246853,False,doi
855,6246853,False,publisher-id
856,5240367,False,pmid
857,5240367,False,pmc
858,5240367,False,doi
859,5361185,False,pmid
860,5361185,False,pmc
861,5361185,False,pii
862,5361185,False,doi
863,4168868,False,pmid
864,4168868,False,pmc
865,4168868,False,doi
866,4168868,False,publisher-id
867,5742818,False,pmid
868,5742818,False,pmc
869,5742818,False,doi
870,5742818,False,publisher-id
871,3403036,False,pmc
872,3403036,False,publisher-id
873,3403036,False,doi
874,3776546,False,pmid
875,3776546,False,pmc
876,3776546,False,doi
877,6256883,False,pmid
878,6256883,False,pmc
879,6256883,False,publisher-id
880,6256883,False,doi
881,4995501,False,pmid
882,4995501,False,pmc
883,4995501,False,pii
884,4995501,False,doi
885,4595870,False,pmc
886,4595870,False,doi
887,4595870,False,publisher-id
888,5921013,False,pmid
889,5921013,False,pmc
890,5921013,False,doi
891,5921013,False,publisher-id
892,1626480,False,pmid
893,1626480,False,pmc
894,1626480,False,publisher-id
895,1626480,False,doi
896,2938635,False,pmid
897,2938635,False,pmc
898,2938635,False,publisher-id
899,2938635,False,doi
900,6070869,False,pmid
901,6070869,False,pmc
902,6070869,False,doi
903,6070869,False,publisher-id
904,2799322,False,pmid
905,2799322,False,pmc
906,2799322,False,publisher-id
907,2799322,False,doi
908,4260439,False,pmid
909,4260439,False,pmc
910,4260439,False,doi
911,5932943,False,pmid
912,5932943,False,pmc
913,5932943,False,publisher-id
914,5932943,False,doi
915,3977022,False,pmid
916,3977022,False,pmc
917,3977022,False,publisher-id
918,3977022,False,doi
919,5571927,False,pmid
920,5571927,False,pmc
921,5571927,False,doi
922,5571927,False,publisher-id
923,3716689,False,pmid
924,3716689,False,pmc
925,3716689,False,publisher-id
926,3716689,False,doi
927,3479125,False,pmid
928,3479125,False,pmc
929,3479125,False,publisher-id
930,3479125,False,doi
931,5992404,False,pmid
932,5992404,False,pmc
933,5992404,False,doi
934,5381703,False,pmid
935,5381703,False,pmc
936,5381703,False,pii
937,5381703,False,doi
938,4689778,False,pmid
939,4689778,False,pmc
940,4689778,False,publisher-id
941,4689778,False,doi
942,5329800,False,pmid
943,5329800,False,pmc
944,5329800,False,doi
945,5329800,False,publisher-id
946,5046431,False,pmid
947,5046431,False,pmc
948,5046431,False,pmc-scan
949,5191564,False,pmc
950,5191564,False,pmc-scan
951,3560249,False,pmid
952,3560249,False,pmc
953,3560249,False,publisher-id
954,3560249,False,doi
955,4817166,False,pmid
956,4817166,False,pmc
957,4817166,False,publisher-id
958,4817166,False,doi
959,4939201,False,pmid
960,4939201,False,pmc
961,4939201,False,doi
962,6145150,False,pmid
963,6145150,False,pmc
964,6145150,False,doi
965,3990268,False,pmid
966,3990268,False,pmc
967,3990268,False,publisher-id
968,3990268,False,doi
969,4546275,False,pmid
970,4546275,False,pmc
971,4546275,False,doi
972,4546275,False,publisher-id
973,5623547,False,pmid
974,5623547,False,pmc
975,5623547,False,publisher-id
976,5623547,False,doi
977,4903136,False,pmid
978,4903136,False,pmc
979,4903136,False,doi
980,4845122,False,pmid
981,4845122,False,pmc
982,4845122,False,doi
983,4845122,False,publisher-id
984,5537357,False,pmid
985,5537357,False,pmc
986,5537357,False,publisher-id
987,5537357,False,doi
988,3574721,False,pmid
989,3574721,False,pmc
990,3574721,False,doi
991,3574721,False,publisher-id
992,3953310,False,pmc
993,3953310,False,publisher-id
994,3953310,False,doi
995,4856002,False,pmid
996,4856002,False,pmc
997,4856002,False,doi
998,4974931,False,pmid
999,4974931,False,pmc
1000,4974931,False,publisher-id
1001,4974931,False,doi
1002,2565066,False,pmid
1003,2565066,False,pmc
1004,2565066,False,publisher-id
1005,2565066,False,doi
1006,3312332,False,pmid
1007,3312332,False,pmc
1008,3312332,False,doi
1009,2267728,False,pmid
1010,2267728,False,pmc
1011,2267728,False,publisher-id
1012,4101372,False,pmc
1013,4101372,False,publisher-id
1014,4101372,False,doi
1015,3702557,False,pmid
1016,3702557,False,pmc
1017,3702557,False,publisher-id
1018,3702557,False,doi
1019,4472275,False,pmc
1020,4472275,False,publisher-id
1021,4472275,False,doi
1022,5742710,False,pmid
1023,5742710,False,pmc
1024,5742710,False,doi
1025,5742710,False,publisher-id
1026,4018435,False,pmid
1027,4018435,False,pmc
1028,4018435,False,publisher-id
1029,4018435,False,doi
1030,2173108,False,pmid
1031,2173108,False,pmc
1032,2173108,False,publisher-id
1033,2173108,False,doi
1034,5291561,False,pmid
1035,5291561,False,pmc
1036,5291561,False,doi
1037,5291561,False,art-access-id
1038,5203842,False,pmid
1039,5203842,False,pmc
1040,5203842,False,publisher-id
1041,5203842,False,doi
1042,4236290,False,pmc
1043,4236290,False,publisher-id
1044,4236290,False,doi
1045,5378380,False,pmid
1046,5378380,False,pmc
1047,5378380,False,doi
1048,5378380,False,publisher-id
1049,6172941,False,pmid
1050,6172941,False,pmc
1051,6172941,False,doi
1052,6172941,False,publisher-id
1053,5265484,False,pmid
1054,5265484,False,pmc
1055,5265484,False,pmc-scan
1056,5036494,False,pmid
1057,5036494,False,pmc
1058,5036494,False,publisher-id
1059,5036494,False,doi
1060,3150756,False,pmid
1061,3150756,False,pmc
1062,3150756,False,publisher-id
1063,3150756,False,doi
1064,5600248,True,pmid
1065,5600248,True,pmc
1066,5600248,True,doi
1067,5600248,True,publisher-id
1068,6348884,False,pmid
1069,6348884,False,pmc
1070,6348884,False,doi
1071,2385437,False,pmc
1072,3283606,False,pmid
1073,3283606,False,pmc
1074,3283606,False,publisher-id
1075,3283606,False,doi
1076,3255448,False,pmid
1077,3255448,False,pmc
1078,3255448,False,publisher-id
1079,3255448,False,doi
1080,4247712,False,pmid
1081,4247712,False,pmc
1082,4247712,False,publisher-id
1083,4247712,False,doi
1084,4634747,False,pmid
1085,4634747,False,pmc
1086,4634747,False,publisher-id
1087,4634747,False,doi
1088,2588593,False,pmid
1089,2588593,False,pmc
1090,2588593,False,publisher-id
1091,2588593,False,doi
1092,5471874,False,pmid
1093,5471874,False,pmc
1094,5471874,False,publisher-id
1095,5471874,False,doi
1096,3013074,False,pmid
1097,3013074,False,pmc
1098,3013074,False,publisher-id
1099,3013074,False,doi
1100,3287752,False,pmc
1101,3287752,False,publisher-id
1102,3287752,False,doi
1103,5092194,False,pmid
1104,5092194,False,pmc
1105,5092194,False,publisher-id
1106,5092194,False,doi
1107,3441370,False,pmc
1108,3441370,False,publisher-id
1109,3441370,False,doi
1110,2440797,False,pmid
1111,2440797,False,pmc
1112,2440797,False,publisher-id
1113,2440797,False,doi
1114,6352154,False,pmid
1115,6352154,False,pmc
1116,6352154,False,doi
1117,6352154,False,publisher-id
1118,5307000,False,pmid
1119,5307000,False,pmc
1120,5307000,False,doi
1121,5833955,False,pmid
1122,5833955,False,pmc
1123,5833955,False,doi
1124,5833955,False,publisher-id
1125,6203410,False,pmid
1126,6203410,False,pmc
1127,6203410,False,doi
1128,6203410,False,publisher-id
1129,5195771,False,pmid
1130,5195771,False,pmc
1131,5195771,False,pmc-scan
1132,4686958,False,pmid
1133,4686958,False,pmc
1134,4686958,False,doi
