,id,any_matches,keywords
286,5898348,False,breast conserving surgery
287,5898348,False,reoperation
288,5898348,False,health services research
289,5898348,False,cohort
290,2965904,True,Atopy
291,2965904,True,intelligence quotient
292,2965904,True,atopic dermatitis
293,4759741,False,Latent rheumatic heart disease
294,4759741,False,Natural history
295,4759741,False,Outcome
296,5353881,False,Metabolic pathway optimization
297,5353881,False,Type IIs restriction
298,5353881,False,β-carotene
299,5353881,False,MVA pathway
300,5353881,False,Terpene
301,5299470,False,Inherited bone marrow failures
302,5299470,False,Human embryonic stem cells
303,5299470,False,Human induced pluripotent stem cells
304,5299470,False,Animal models
305,5443927,False,Inorganic arsenic
306,5443927,False,DNA methylation
307,5443927,False,Infinium Methylation EPIC Bead-Chip
308,5443927,False,Epithelial-to-mesenchymal transition
309,5443927,False,Epigenetics
310,5401470,False,Asbestos
311,5401470,False,Bronchoalveolar lavage
312,5401470,False,Diffuse lung diseases
313,5401470,False,Electron microscopy
314,5401470,False,Elements
315,5401470,False,Light microscopy
316,5401470,False,Occupational exposure
317,4854342,False,internal phloem
318,4854342,False,leafy flower
319,4854342,False,peanut witches'
320,4854342,False,broom phytoplasma
321,4854342,False,vascular bundle
322,4854342,False,"4′,6′-diamidino-2-phenylindole staining"
323,4853066,False,Smoking
324,4853066,False,Respiratory function tests
325,4853066,False,Motor activity
326,4853066,False,Accelerometry
327,4926804,False,Trabecular bone
328,4926804,False,Microstructure
329,4926804,False,Micro-computed tomography
330,4926804,False,Voxel size
331,4926804,False,Resolution
332,4926804,False,Segmentation
333,6195009,False,microRNA
334,6195009,False,B-cell lymphoma
335,6195009,False,non-Hodgkin lymphoma
336,6195009,False,Hodgkin lymphoma
337,6195009,False,biomarker
338,6195009,False,liquid biopsies
339,4165375,False,Platelet activation
340,4165375,False,Erythropoietin
341,4165375,False,AMI
342,4165375,False,PCI
343,6358801,False,Cerrena unicolor
344,6358801,False,white rot fungi
345,6358801,False,light
346,6358801,False,transcriptome
347,6358801,False,RNA-seq
348,4537035,True,glioblastoma
349,4537035,True,serum
350,4537035,True,antibodies
351,4537035,True,long-term survival
352,4537035,True,TNC
353,4537035,True,non-invasive biomarker
354,5459583,False,antiretrovirals
355,5459583,False,dolutegravir
356,5459583,False,first-line
357,5459583,False,tenofovir alafenamide
358,5459583,False,WHO
359,5108471,False,Arrhythmia/all
360,5108471,False,management
361,5108471,False,Clinical trials
362,5108471,False,General clinical cardiology
363,5108471,False,Stroke prevention
364,5108471,False,Thrombosis/hypercoagulable states
365,5108471,False,Pharmacology
366,5108471,False,Anti platelet therapy
367,5108471,False,Cardiac
368,5108471,False,catheterization/diagnostic interventional
369,5918261,False,Lymphokine‐activated killer cell
370,5918261,False,CD2
371,5918261,False,LFA‐1
372,5918261,False,Target cell lysis
373,2964952,False,travoprost
374,2964952,False,prostaglandin
375,2964952,False,glaucoma
376,5796065,False,turfgrass
377,5796065,False,molecular marker
378,5796065,False,heat tolerance
379,5796065,False,leaf chlorophyll content
380,5796065,False,photosynthesis
381,5796065,False,membrane stability
382,5721914,False,arthroscopic centralisation
383,5721914,False,extrusion
384,5721914,False,lateral meniscus
385,5721914,False,osteochondral transplantation
386,5721914,False,tibial plateau
387,5950532,False,HOXA13
388,5950532,False,lung adenocarcinoma
389,5950532,False,The Cancer Genome Atlas
390,5950532,False,reverse transcription-quantitative polymerase chain reaction
391,5950532,False,gene ontology
392,5950532,False,Kyoto Encyclopedia of Genes and Genomes
393,3323374,False,Cambodia
394,3323374,False,Lyssavirus
395,3323374,False,Chiroptera
396,3323374,False,dispatch
397,3323374,False,bats
398,5312273,False,ATR
399,5312273,False,Ewing sarcoma
400,5312273,False,replication stress
401,5312273,False,DNA repair
402,5312273,False,cancer
403,6029274,False,Antibody
404,6029274,False,Beta-propiolactone
405,6029274,False,Cell-mediated
406,6029274,False,CpG ODN
407,6029274,False,H9N2 avian influenza virus
408,6029274,False,In ovo
409,6029274,False,Intramuscular
410,6029274,False,Toll-like receptor 21
411,6029274,False,Vaccine
412,4289295,False,Lactococcus lactis
413,4289295,False,Transcriptomics
414,4289295,False,Metabolomics
415,4289295,False,Stress response
416,4289295,False,Oxidative stress
417,4289295,False,Redox potential
418,4289295,False,Acidification
419,4289295,False,Growth
420,4519814,False,Laparoscopic nephron-sparing surgery
421,4519814,False,Haemorrhage
422,4519814,False,Pseudoaneurysm
423,4519814,False,Urine leak
424,4519814,False,Computed tomography (CT)
425,5897648,False,executive function
426,5897648,False,executive control
427,5897648,False,Cylinder task
428,5897648,False,Barrier task
429,5897648,False,cognition
430,6195012,False,Shared decision-making
431,6195012,False,role competency
432,6195012,False,psychometric properties
433,6195012,False,oncology
434,6195012,False,hematology
435,6195012,False,nursing
436,2873737,False,meningococcal disease
437,2873737,False,W135 N. meningitides
438,2873737,False,Hajj pilgrims
439,2873737,False,meningococcal carriage
440,2873737,False,transmission to household contacts
441,2873737,False,dispatch
442,3859767,True,HIV
443,3859767,True,HIV vaccine
444,3859767,True,female sex workers
445,3859767,True,hard-to-reach women
446,3859767,True,vaccine preparedness studies
447,4756628,False,Posttraumatic stress
448,4756628,False,trauma
449,4756628,False,torture
450,4756628,False,prevalence
451,4756628,False,efficacy
452,4756628,False,ISTSS treatment guidelines
453,4756628,False,asylum seekers
454,4756628,False,ICD-11
455,4756628,False,narrative exposure therapy
456,4756628,False,culturally adapted cognitive-behaviour therapy
457,6365980,False,Borrelia
458,6365980,False,complement
459,6365980,False,factor H
460,6365980,False,Lyme disease
461,6365980,False,immune evasion
462,6365980,False,spirochete
463,6365980,False,innate immunity
464,6365980,False,host-pathogen interaction
465,2983035,False,Multiple myeloma
466,2983035,False,Bortezomib
467,2983035,False,Melphalan
468,6158753,False,motor neuron disease
469,6158753,False,spinal muscular atrophy
470,6158753,False,Charcot-Marie-Tooth disease
471,6158753,False,UBA1
472,6158753,False,GARS
473,5109891,False,methylation
474,5109891,False,obesity
475,5109891,False,spermatozoa
476,6406377,False,MYBBP1A
477,6406377,False,stem cellness
478,6406377,False,c-MYB
479,6406377,False,renal cancer
480,3196643,False,Gastric cancer
481,3196643,False,Registry
482,3196643,False,Survival rate
483,3196643,False,Japan
484,6220552,False,autonomic function
485,6220552,False,blood pressure
486,6220552,False,hypertension
487,6220552,False,renal denervation
488,6220552,False,sympathetic nervous system
489,6220552,False,ultrasound
490,6220552,False,Valsalva maneuver
491,6220552,False,High Blood Pressure
492,6220552,False,Hypertension
493,6220552,False,Autonomic Nervous System
494,6220552,False,Clinical Studies
495,6220552,False,Ultrasound
496,5857133,False,Chemical mimicry
497,5857133,False,Myrmecophile
498,5857133,False,Army ant
499,5857133,False,Host-parasite interaction
500,5857133,False,Social integration
501,5857133,False,Cuticular hydrocarbons
502,5857133,False,DNA barcoding
503,5857133,False,Eciton burchellii foreli
504,5857133,False,Ecitophya
505,5857133,False,Ecitomorpha
506,5857133,False,Tetradonia
507,3342446,False,Platinum resistance
508,3342446,False,KRAS-variant
509,3342446,False,ovarian cancer
510,3342446,False,outcome
511,4648203,False,Genetic Disease
512,4648203,False,Birth Defects
513,4648203,False,disease-associated mutation data
514,4648203,False,Sultanate of Oman
515,5605978,False,Acute myocardial infarction
516,5605978,False,Dialysis
517,5605978,False,Mortality
518,5605978,False,Statins
519,5605978,False,Secondary prevention
520,5605978,False,Type 2 diabetes mellitus
521,6100353,False,quinolines
522,6100353,False,"1,2,4-triazoles"
523,6100353,False,"1,2,3-benzotriazoles"
524,6100353,False,hydrazones
525,6100353,False,N-acylhydrazones
526,6100353,False,N-sulfonylhydrazones
527,6100353,False,synthesis
528,6100353,False,structure
529,6100353,False,in vitro antitumor activity
530,6428750,False,codivergence
531,6428750,False,coevolution
532,6428750,False,marine invertebrates
533,6428750,False,microbiome
534,6428750,False,phylosymbiosis
535,314459,False,BRCA1
536,314459,False,BRCA2
537,314459,False,breast cancer
538,314459,False,ipsilateral
539,314459,False,survival
540,5240160,False,West Azerbaijan
541,5240160,False,Water resources
542,5240160,False,PCR
543,5240160,False,Iran
544,5240160,False,Acanthamoeba
545,5054634,False,Caesarean section
546,5054634,False,hematoma
547,5054634,False,intensive care unit
548,5054634,False,subdural–epidural
549,5469231,False,Cadaver dissection
550,5469231,False,flap harvest course
551,5469231,False,soft embalming
552,5469231,False,Thiel embalming
553,5908116,False,Dach1
554,5908116,False,dachd
555,5908116,False,differentiation
556,5908116,False,parietal epithelial cells
557,5908116,False,podocytes
558,5908116,False,transcription factors
559,5852610,False,TEER
560,5852610,False,Organ-on-a-Chip
561,5852610,False,skin models
562,5852610,False,reconstructed human epidermis
563,5852610,False,impedance
564,5852610,False,label-free monitoring
565,5299649,False,Miami
566,5299649,False,Gunshot wound
567,5299649,False,Gun violence
568,5299649,False,Racial disparities
569,5299649,False,Spatial analysis
570,6037196,False,pre-pulse inhibition
571,6037196,False,oscillations
572,6037196,False,theta band
573,6037196,False,writer's cramp
574,6037196,False,focal dystonia
575,4528317,False,genomic selection
576,4528317,False,GenPred
577,4528317,False,shared data resource
578,4528317,False,genomic prediction
579,4528317,False,data pooling
580,4528317,False,Bayesian whole-genome regression
581,4528317,False,multilevel models
582,4528317,False,multiple populations
583,5983287,False,macroalgae
584,5983287,False,Fucus vesiculosus
585,5983287,False,fatty acids
586,5983287,False,pressurized liquid extraction (PLE)
587,5983287,False,gas chromatography-mass spectrometry (GC-MS)
588,4845258,False,access to care
589,4845258,False,angioplasty
590,4845258,False,diffusion of innovation
591,4845258,False,geographic information system
592,4845258,False,mapping
593,4845258,False,percutaneous coronary intervention
594,4845258,False,Percutaneous Coronary Intervention
595,4845258,False,Health Services
596,4845258,False,Quality and Outcomes
597,4020686,False,Connectivity
598,4020686,False,dispersal
599,4020686,False,landscape structure
600,4020686,False,linear network
601,4020686,False,microcosm
602,4020686,False,protist
603,4020686,False,river-like
604,4304018,False,EQ-5D
605,4304018,False,SF-6D
606,4304018,False,DHP
607,4304018,False,Psychometrics
608,4304018,False,Validity
609,5815708,False,adrenalectomy
610,5815708,False,Carney complex
611,5815708,False,Cushing syndrome
612,5815708,False,PRKAR1A
613,5815708,False,rare diseases
614,3561645,False,Asthma
615,3561645,False,Asthma in primary care
616,5857580,False,ursolic acid
617,5857580,False,triterpenoid
618,5857580,False,metal complex
619,5857580,False,hydrazine
620,5857580,False,antioxidant
621,5857580,False,antibacterial
622,5857580,False,molecular docking
623,3376885,False,prediction
624,3376885,False,consciousness
625,3376885,False,dynamics
626,3376885,False,implicit learning
627,3376885,False,statistical learning
628,3376885,False,serial reaction time
629,3376885,False,computer-mouse tracking
630,4755244,False,Wiskott-Aldrich-Syndrome
631,4755244,False,gene therapy
632,4755244,False,insertional mutagenesis
633,4755244,False,leukemia
634,4755244,False,immunodeficiency
635,6089474,False,Ivabradine
636,6089474,False,Mitral stenosis
637,5594453,False,TMEM16A
638,5594453,False,Anoctamin 1
639,5594453,False,Ca2+-activated chloride channel
640,5594453,False,Tumorigenesis
641,5594453,False,Signaling
642,5594453,False,Biomarker
643,6246853,False,Disability evaluation
644,6246853,False,Public assistance
645,6246853,False,Social welfare
646,6246853,False,Republic of Korea
647,5240367,False,Hemiptera
648,5240367,False,Sternorrhyncha
649,5240367,False,new records
650,5240367,False,Aphididae
651,5240367,False,Iran
652,4168868,False,stroke
653,4168868,False,stroke management
654,4168868,False,facilitators
655,4168868,False,qualitative
656,4168868,False,clinical practice
657,4168868,False,implementation
658,5742818,False,proton therapy
659,5742818,False,ridge filter
660,5742818,False,pencil beam scanning
661,6256883,False,Bridge Sign
662,6256883,False,choroidal neovascularization associated with combined hamartoma of retina and retinal pigment epithelium
663,6256883,False,combined hamartoma of retina and retinal pigment epithelium
664,6256883,False,OCTA in CHRRPE
665,5921013,False,Endometrial cancer
666,5921013,False,Loss of heterozygosity
667,5921013,False,Chromosome 16q
668,5921013,False,Prognostic factor
669,2938635,False,Alveolar reconstruction
670,2938635,False,dental implants
671,2938635,False,ectodermal dysplasia
672,6070869,False,dairy cow
673,6070869,False,grazing management
674,6070869,False,moomonitor+
675,6070869,False,pastoral dairy production
676,6070869,False,strip-grazing
677,2799322,False,heat physiology
678,2799322,False,heat waves
679,2799322,False,health
680,2799322,False,comfort
681,2799322,False,productivity
682,3977022,False,RP-HPLC
683,3977022,False,Meloxicam
684,3977022,False,Quality control level
685,3716689,False,Next-generation sequencing
686,3716689,False,Low-coverage
687,3716689,False,Genotyping by sequencing
688,3716689,False,Variant annotation
689,5992404,False,enzalutamide resistance
690,5992404,False,castration-resistant prostate cancer
691,5992404,False,androgen receptor mutants
692,5992404,False,androgen receptor splice variants
693,5992404,False,bypass
694,5992404,False,intratumoral androgen biosynthesis
695,5992404,False,lineage plasticity
696,5992404,False,tumor microenvironment
697,4689778,False,Gastric adenocarcinoma
698,4689778,False,Cardia
699,4689778,False,Diagnosis
700,4689778,False,Treatment
701,4689778,False,Clinical guidelines
702,5329800,False,Tuberculosis
703,5329800,False,laryngeal
704,5329800,False,dysphonia
705,3560249,False,Esophagogastric junctional cancer
706,3560249,False,Esophageal cancer
707,3560249,False,Gastric cancer
708,3560249,False,Lymph node metastasis
709,4817166,False,fluorescence
710,4817166,False,photosynthesis
711,4817166,False,photosynthetic pigment
712,4817166,False,photosystem II
713,4817166,False,plant biochemistry
714,4817166,False,non-photochemical quenching
715,4817166,False,photoprotection
716,3990268,False,Gender
717,3990268,False,Qualitative methods
718,3990268,False,Sex
719,3990268,False,Sex/gender analysis
720,3990268,False,Systematic review methods
721,5623547,False,Epidemiology
722,4845122,False,aortic elasticity
723,4845122,False,descending aortic dilatation
724,4845122,False,hypoplastic left heart syndrome
725,4845122,False,incremental elastic modulus
726,4845122,False,magnetic resonance imaging
727,3574721,False,G-quadruplex DNAzyme
728,3574721,False,molecular beacon
729,3574721,False,colorimetric
730,3574721,False,Pseudostellaria heterophylla
731,4974931,False,Heart valve diseases
732,4974931,False,Fluid dynamics
733,4974931,False,Atrial fibrillation
734,4974931,False,Computational hemodynamics
735,4974931,False,Cardiovascular system
736,4974931,False,Lumped parameter modelling
737,5742710,False,sitagliptin
738,5742710,False,angiogenesis
739,5742710,False,hind limb ischaemia
740,5742710,False,endothelial progenitor cells
741,5742710,False,autophagy
742,2173108,False,organelle; calcium; apoptosis; signal transduction; porin
743,5203842,False,Mitochondria
744,5203842,False,Mitoribosome
745,5203842,False,Mitochondrial translation
746,5203842,False,Protein synthesis
747,5203842,False,Mitochondrial diseases
748,6172941,False,posterior labrum
749,6172941,False,NFL
750,6172941,False,performance
751,6172941,False,shoulder
752,6172941,False,football
753,5036494,False,fullerene nanowhisker
754,5036494,False,fullerene nanotube
755,5036494,False,fullerene nanosheet
756,5036494,False,fullerene nanofiber
757,5036494,False,LLIP method
758,5036494,False,superconductor
759,5600248,True,engagement
760,5600248,True,mental health services
761,5600248,True,nursing metric
762,5600248,True,research
763,5600248,True,service user
764,3255448,False,Ayurveda
765,3255448,False,efficacy
766,3255448,False,standardization
767,3255448,False,safety
768,3255448,False,traditional medicine
769,4247712,False,Depressive symptoms
770,4247712,False,Depression
771,4247712,False,Resiliency
772,4247712,False,Universal prevention
773,4247712,False,Adolescence
774,4634747,False,Tuberculosis
775,4634747,False,Drug resistance
776,4634747,False,Sequencing
777,4634747,False,Database
778,5471874,False,On-X valve
779,5471874,False,St. Jude Medical Regent valve
780,5471874,False,aortic valve replacement
781,5471874,False,mechanical aortic valve
782,5092194,False,Medicine
783,5092194,False,Issue 116
784,5092194,False,bone
785,5092194,False,mice
786,5092194,False,plate osteosynthesis
787,5092194,False,defect
788,5092194,False,bone isograft
789,5092194,False,coral
790,5092194,False,tissue engineering
791,5092194,False,bone construct
792,5092194,False,animal models
793,5092194,False,bone formation
794,5092194,False,bone repair
795,6352154,False,protein
796,6352154,False,malnutrition
797,6352154,False,critical care
798,6352154,False,mortality
799,6352154,False,outcomes
800,6352154,False,hospital readmission
801,6352154,False,ICU Survivors
802,5833955,False,Autonomic nervous system
803,5833955,False,Complex demodulation
804,5833955,False,Heart rate variability
805,5833955,False,Recovery
806,5833955,False,Sleep
807,4686958,False,GABA depolarization
808,4686958,False,excitation-inhibition
809,4686958,False,immature neurons
810,4686958,False,cortical plate transient neurons
811,4686958,False,calcium current
812,4686958,False,anesthesia
813,4686958,False,in vivo imaging
814,5855163,False,qualitative research
815,4176129,False,Profiling techniques
816,4176129,False,GMO
817,4176129,False,Transgenic
818,4176129,False,Two-dimensional gel electrophoresis
819,4176129,False,Proteome
820,5540699,False,Barrier Function
821,5540699,False,Tight Junction
822,5540699,False,Microbiota
823,5540699,False,CD4 T Cell
824,5540699,False,Mucosal Immunity
825,5540699,False,Salmonella
826,5540699,False,"CA-MLCK, constitutively active myosin light chain kinase"
827,5540699,False,"CFU, colony-forming unit"
828,5540699,False,"GF, germ-free"
829,5540699,False,"Ig, immunoglobulin"
830,5540699,False,"IL, interleukin"
831,5540699,False,"LP, lamina propria"
832,5540699,False,"SEM, standard error of the mean"
833,5540699,False,"SFB, segmented filamentous bacteria"
834,5540699,False,"SPF, specific pathogen–free"
835,5540699,False,"WT, wild-type"
836,5388654,False,Pyrene
837,5388654,False,Sodium succinate
838,5388654,False,Heavy metals
839,5388654,False,Phthalic acid
840,5388654,False,Bioremediation
841,5388654,False,Enrichment technique
842,4410738,False,Berberine
843,4410738,False,Chlorogenic acid
844,4410738,False,Nutraceutical
845,4410738,False,Insulin-sensitivity
846,4410738,False,Lipoproteins
847,4410738,False,Liver steatosis
848,6024572,False,endolysin
849,6024572,False,Saccharomyces cerevisiae
850,6024572,False,biofuel
851,6024572,False,Lactobacillus fermentum
852,6024572,False,fermentation
853,6024572,False,Pichia pastoris
854,6024572,False,secretion
855,6024572,False,endopeptidase
856,6024572,False,sugarcane
857,3847614,False,Multimorbidity
858,3847614,False,Equity
859,3847614,False,High-risk patients
860,3847614,False,Care management
861,4983155,False,Bladder Tumor
862,4983155,False,Metformin
863,4983155,False,Tumor Recurrence
864,3605169,False,cadmium
865,3605169,False,insulin secretion
866,3605169,False,metallothionein
867,3605169,False,zinc transporters
868,3605169,False,β cells
869,5071589,False,mechanical circulatory support
870,5071589,False,left ventricular assist device
871,5071589,False,bleeding
872,5071589,False,thrombosis
873,3661135,False,CD1d
874,3661135,False,diabetes
875,3661135,False,immunotherapy
876,3661135,False,inflammation
877,3661135,False,insulin resistance
878,3661135,False,lipid
879,3661135,False,metabolic disease
880,3661135,False,natural killer T cells
881,3661135,False,obesity
882,6027968,False,drug repurposing
883,6027968,False,propranolol
884,6027968,False,beta blocker
885,6027968,False,breast cancer
886,6027968,False,perioperative therapies
887,6041951,False,electron transport
888,6041951,False,Geobacter
889,6041951,False,Shewanella
890,6041951,False,13C labelling
891,6041951,False,arsenic
892,6041951,False,NanoSIMS
893,4384611,False,crystal structure
